1|19|Ylätalja|5|10|100
2|19|Ylätalja|5|10|100
3|19|Ylätalja|5|10|100
4|19|Ylätalja|5|10|100
5|19|Ylätalja|5|10|100
6|19|Ylätalja|5|10|100
7|19|Ylätalja|5|10|100
8|19|Ylätalja|5|10|100
9|19|Ylätalja|5|10|100
10|19|Ylätalja|5|10|100
11|20|Ylätalja|5|10|100
12|20|Ylätalja|5|10|100
13|20|Ylätalja|5|10|100
14|20|Ylätalja|5|10|100
15|11|Ylätalja|5|10|100
16|11|Ylätalja|5|10|100
17|11|Ylätalja|5|10|100
18|12|Ylätalja|5|10|100
19|12|Ylätalja|5|10|100
20|44|Ylätalja|5|10|100
21|44|Ylätalja|5|10|100
22|44|Ylätalja|5|10|100
23|44|Ylätalja|5|10|100
24|40|Ylätalja|5|10|100
25|40|Ylätalja|5|10|100
26|40|Ylätalja|5|10|100
27|37|Ylätalja|5|10|100
28|37|Ylätalja|5|10|100
29|37|Ylätalja|5|10|100
30|34|Ylätalja|5|10|100
31|34|Ylätalja|5|10|100
32|34|Ylätalja|5|10|100
33|34|Ylätalja|5|10|100
34|30|Ylätalja|5|10|100
35|30|Ylätalja|5|10|100
36|30|Ylätalja|5|10|100
37|30|Ylätalja|5|10|100
38|30|Ylätalja|5|10|100
39|25|Ylätalja|5|10|100
40|25|Ylätalja|5|10|100
41|25|Ylätalja|5|10|100
42|25|Ylätalja|5|10|100
43|21|Ylätalja|5|10|100
44|21|Ylätalja|5|10|100
45|21|Ylätalja|5|10|100
46|21|Ylätalja|5|10|100
47|21|Ylätalja|5|10|100
48|21|Ylätalja|5|10|100
49|48|Ylätalja|5|10|100
50|48|Ylätalja|5|10|100
51|48|Ylätalja|5|10|100
52|48|Ylätalja|5|10|100
53|50|Ylätalja|5|10|100
54|50|Ylätalja|5|10|100
55|50|Ylätalja|5|10|100
56|50|Ylätalja|5|10|100
57|54|Ylätalja|5|10|100
58|54|Ylätalja|5|10|100
59|54|Ylätalja|5|10|100
60|54|Ylätalja|5|10|100
61|55|Ylätalja|5|10|100
62|55|Ylätalja|5|10|100
63|55|Ylätalja|5|10|100
64|56|Ylätalja|5|10|100
65|56|Ylätalja|5|10|100
66|56|Ylätalja|5|10|100
67|57|Ylätalja|5|10|100
68|57|Ylätalja|5|10|100
69|57|Ylätalja|5|10|100
70|57|Ylätalja|5|10|100
71|59|Ylätalja|5|10|100
72|59|Ylätalja|5|10|100
73|59|Ylätalja|5|10|100
74|59|Ylätalja|5|10|100
75|45|Ylätalja|5|10|100
76|45|Ylätalja|5|10|100
77|45|Ylätalja|5|10|100
78|45|Ylätalja|5|10|100
79|46|Ylätalja|5|10|100
80|46|Ylätalja|5|10|100
81|46|Ylätalja|5|10|100
82|47|Ylätalja|5|10|100
83|47|Ylätalja|5|10|100
84|47|Ylätalja|5|10|100
85|47|Ylätalja|5|10|100
86|60|Ylätalja|5|10|100
87|21|Ylätalja|5|10|100
88|21|Ylätalja|5|10|100
89|21|Ylätalja|5|10|100
90|21|Ylätalja|5|10|100
91|21|Ylätalja|5|10|100
92|21|Ylätalja|5|10|100
93|21|Ylätalja|5|10|100
94|21|Ylätalja|5|10|100
95|21|Ylätalja|5|10|100
96|21|Ylätalja|5|10|100
97|21|Ylätalja|5|10|100
98|21|Ylätalja|5|10|100
99|21|Ylätalja|5|10|100
100|21|Ylätalja|5|10|100
101|37|Ylätalja|5|10|100
102|37|Ylätalja|5|10|100
103|37|Ylätalja|5|10|100
104|37|Ylätalja|5|10|100
105|37|Ylätalja|5|10|100
106|37|Ylätalja|5|10|100
107|37|Ylätalja|5|10|100
108|37|Ylätalja|5|10|100
109|37|Ylätalja|5|10|100
110|37|Ylätalja|5|10|100
111|38|Ylätalja|5|10|100
112|38|Ylätalja|5|10|100
